,Year,Team1,Team2,Team1Win?,Team1Wins,Team1SRS,Team1ORtg,Team1TS%,Team1eFG%,Team1OppORtg,Team1OppTS%,Team1OppeFG%,Team1Pace,Team1TRB%,Team1AST%,Team1TOV%,Team1Steal%,Team1Block%,Team2Wins,Team2SRS,Team2ORtg,Team2TS%,Team2eFG%,Team2OppORtg,Team2OppTS%,Team2OppeFG%,Team2Pace,Team2TRB%,Team2AST%,Team2TOV%,Team2Steal%,Team2Block%
65,2010,1357,1463,1,14,-11.39,102,0.53,0.514,103.7,0.546,0.505,70.3,52.3,55.3,19,9.8,8.4,12,-9.94,98.2,0.512,0.462,102.5,0.531,0.495,67.6,50.2,54.4,18,10.1,11
66,2010,1390,1360,0,14,5.71,101.9,0.523,0.492,103.1,0.539,0.501,67.5,49.1,53.8,15.5,7.9,4.4,11,-2.6,97,0.517,0.478,103,0.55,0.514,63.8,47.8,54,18.2,10.4,8.8
67,2010,1362,1142,1,12,-3.48,101.5,0.539,0.5,104.8,0.546,0.509,68.1,52.7,51,18.3,7.7,5.1,12,-7.99,102.3,0.52,0.475,109.7,0.567,0.519,67.8,51.1,49.3,16.6,8,6.8
68,2010,1389,1371,0,16,-2.73,93.1,0.481,0.444,90.3,0.47,0.428,65.6,52.9,47,20.1,11.3,12.2,19,10.43,110.1,0.525,0.495,103.7,0.513,0.474,71.6,49.3,51.9,12.3,10.1,11.9
69,2010,1373,1398,1,27,8.48,106.6,0.527,0.493,92.9,0.497,0.48,70,52.9,52.3,14.7,12.4,8.5,9,-9.57,96.5,0.51,0.477,106.3,0.573,0.54,68.5,48.1,52.9,19.5,11.4,6.5
70,2010,1105,1376,0,11,-20.19,89.5,0.463,0.416,94.7,0.5,0.469,73.2,46.8,48.1,18.8,12.5,12.7,15,8.26,101.6,0.499,0.473,100.2,0.528,0.493,70.7,46.6,37.3,14.6,12.3,14.5
71,2010,1378,1374,1,20,8.72,103.1,0.521,0.479,100.7,0.502,0.474,65,50.6,50.6,16.3,9.5,8.8,14,2.39,104.8,0.552,0.516,102,0.532,0.497,63.2,53,46.9,18.6,9,7.6
72,2010,1156,1382,0,16,0.57,104.4,0.542,0.501,103.1,0.56,0.524,66.3,46.6,54.1,16.1,13.4,5.4,15,1.29,102.1,0.536,0.51,102.5,0.528,0.501,68.7,51.2,57,18,8.5,10
73,2010,1110,1384,0,11,-11.47,95.7,0.518,0.482,102.7,0.514,0.478,64.1,52.4,65.6,19.6,5.4,6.6,11,-15.87,95.5,0.525,0.482,107.2,0.556,0.517,65.2,47.5,61,21,8.9,7.5
74,2010,1254,1385,0,14,-11.56,100.2,0.505,0.464,103.2,0.52,0.493,68.2,51.2,46.5,17,8.3,9.9,17,9.23,102.7,0.508,0.473,99.9,0.523,0.481,65.4,51.8,52.9,15.6,10.1,9.7
75,2010,1386,1180,1,11,-2.13,96.9,0.509,0.466,105.5,0.534,0.502,70.7,44.5,55.5,16.2,10.2,8.6,16,-0.03,97.8,0.484,0.449,98.1,0.502,0.45,65.1,50,54.2,15.5,9.1,9
76,2010,1388,1308,1,28,13.38,116.7,0.59,0.557,98.7,0.489,0.459,67,53.2,57.5,14.8,7.3,11.4,22,2.06,108.6,0.564,0.532,107.7,0.539,0.51,72.1,48.6,52.7,15.6,8.3,8
77,2010,1392,1271,1,22,-3.64,102.9,0.52,0.484,95.6,0.513,0.485,66.9,51.9,47.8,16,10.7,5.8,11,-16.18,91.8,0.482,0.448,104.6,0.521,0.493,66,50.3,52,19.4,8.2,5.6
78,2010,1394,1333,1,17,-2.05,100.3,0.539,0.507,97.3,0.517,0.483,67.5,53.8,54.8,21.5,11.5,11,14,3.76,94.8,0.515,0.476,97.8,0.523,0.489,63.6,50.4,54.5,20.4,12.8,6.1
79,2010,1122,1397,0,17,-3.85,105.2,0.552,0.513,105,0.537,0.505,67.6,49.2,54.6,17.9,8.6,8.6,28,16.05,105.1,0.535,0.506,93.2,0.498,0.452,69.8,50.8,53.5,16.2,11.2,10.8
80,2010,1275,1406,0,14,0.56,101,0.54,0.5,102.4,0.51,0.472,61,49.1,48.8,18.2,8,10.3,10,-8.46,99.6,0.506,0.473,110.8,0.536,0.512,68.2,46.2,52.1,15.9,9.1,11.4
81,2010,1412,1453,1,25,9.46,102.4,0.518,0.471,92.4,0.497,0.451,64.9,53.6,51.1,17,10,7.3,22,0.33,105.3,0.538,0.498,102.8,0.53,0.496,64.1,49.2,49.3,16.3,9.4,6.9
82,2010,1416,1269,1,15,-0.03,100.6,0.527,0.494,103,0.536,0.501,65.5,49.2,62.5,18.4,11.7,8.6,12,-1.76,99.7,0.493,0.46,105.6,0.529,0.498,70.3,51.8,47.8,16.3,7.8,9.5
83,2010,1451,1429,0,20,3.71,109.9,0.557,0.516,102.5,0.542,0.498,68.5,52,51,15.4,9.3,8.1,27,13.62,116.5,0.581,0.551,95.5,0.493,0.458,62.5,54.6,62.1,14,7.4,9.8
84,2010,1430,1295,1,12,-16.18,97.2,0.516,0.469,99.7,0.529,0.492,65,49.8,55.7,17.9,9.4,5.9,11,-8.53,99.9,0.514,0.472,101.8,0.522,0.481,69.2,51,55.9,16.1,7.4,7.7
85,2010,1411,1431,0,17,-11.12,96.8,0.532,0.505,93.6,0.519,0.477,69.6,50.2,48.9,21.4,14.7,10.6,26,12.66,106.6,0.556,0.528,91.4,0.49,0.446,69.8,50.5,54.8,16.3,12.4,10.2
86,2010,1433,1126,1,27,10.23,111.4,0.554,0.522,97.3,0.499,0.469,67.8,51.5,54.7,15.2,12.9,9.7,17,-13.14,98.5,0.499,0.469,97.3,0.52,0.485,62,50.8,46.3,17.3,11.1,10.8
87,2010,1192,1437,0,11,-15.56,92.1,0.499,0.461,103.6,0.519,0.491,68.5,48.8,51.5,19.7,8,10.4,25,16.72,112.9,0.569,0.522,100.5,0.526,0.474,71.9,53.2,49.8,16,10.8,11.7
88,2010,1255,1438,0,12,-14.69,99.3,0.516,0.493,105.4,0.562,0.527,74.6,47.9,61,17.6,9.6,5.2,15,8.8,102.2,0.516,0.478,99.2,0.513,0.49,63.6,50.4,55,14.5,9.6,6.9
89,2010,1119,1440,0,14,-9.11,92.5,0.495,0.466,93.5,0.532,0.487,64.9,49.3,52.4,19.6,12.6,9.8,10,-19.91,103.2,0.525,0.496,112.5,0.577,0.56,85.5,42.9,47.8,14.8,12.1,9
90,2010,1331,1448,0,20,-0.88,102.5,0.521,0.484,96.7,0.5,0.472,67.6,53.6,47.9,16.9,9.1,10.9,20,11.45,100.9,0.506,0.47,96.4,0.482,0.438,70.4,53,45.5,17.4,9.9,12.7
91,2010,1460,1449,0,20,6.81,107,0.55,0.514,96.4,0.542,0.494,62.9,49.7,57.7,16,9.4,6.3,26,15.64,108.5,0.54,0.497,95.9,0.509,0.465,72.8,52.5,51.3,14.8,10,10.2
92,2010,1450,1290,1,16,5.31,105.9,0.545,0.501,104,0.544,0.511,66.8,51.5,52.7,17.4,9,12.5,9,-19.69,91.3,0.497,0.467,102.8,0.544,0.514,69.9,48.7,53.9,21,11.1,7.1
93,2010,1462,1464,1,26,16.23,111,0.559,0.522,96.7,0.488,0.456,69.7,53.5,51.4,15.3,9.3,8.9,8,-6.41,98.5,0.508,0.467,103,0.555,0.513,67.5,49.7,56,16.9,8.9,10.4
94,2010,1139,1172,1,33,14.37,106.8,0.559,0.51,92.4,0.501,0.466,64.1,52.1,54.9,16.3,10.9,6.5,16,-2.26,106.2,0.544,0.506,104.3,0.546,0.496,67,52.5,62.5,17,6.7,9.6
95,2010,1165,1104,1,29,8.76,117.1,0.604,0.568,98.9,0.525,0.475,64.7,52.4,59.5,16.1,11,10.2,17,10.34,104.2,0.525,0.49,98.6,0.509,0.477,65.7,50.5,54.2,16.4,11.8,10.9
96,2010,1173,1166,1,25,13.25,103.3,0.536,0.506,91.6,0.487,0.448,67.3,54,59.8,18.1,9.4,10.1,18,3.59,105.1,0.54,0.501,102.7,0.52,0.478,65.9,50.5,57.3,15.8,7.7,9
97,2010,1183,1405,1,19,-5,103.9,0.536,0.5,99.5,0.511,0.474,64.5,52,59.6,17.6,9.4,10.1,4,-14.39,87.8,0.487,0.464,108.3,0.535,0.505,61.4,47.5,53.6,20.7,6.9,5.2
98,2010,1185,1324,1,17,-3.46,99.3,0.513,0.475,97.9,0.521,0.49,66.3,51,56,17.4,10.1,7.9,26,-0.64,108.4,0.542,0.498,101.5,0.526,0.499,70.5,53.4,50.1,16.4,9.6,11.2
99,2010,1189,1252,1,9,-10.4,96.4,0.504,0.476,105.1,0.543,0.517,68.9,46.2,52.8,16.6,8.6,5.1,17,-2.07,110.7,0.565,0.533,105.2,0.549,0.533,70.8,52,62.8,17.3,9.4,6.5
100,2010,1111,1190,0,24,1.8,110,0.581,0.545,102.1,0.514,0.486,67.5,55.7,46.9,18.6,8,7.7,20,-0.83,99.5,0.512,0.477,97,0.519,0.486,69.4,50.5,44.7,18,12,9.9
101,2010,1197,1210,0,9,-18.8,92.6,0.492,0.457,107,0.538,0.504,68.2,46.8,45.7,19.5,8.4,6.7,23,14.11,103.1,0.538,0.511,93,0.477,0.441,70.4,53.2,53.6,19.1,11.3,13.9
102,2010,1290,1211,0,9,-19.69,91.3,0.497,0.467,102.8,0.544,0.514,69.9,48.7,53.9,21,11.1,7.1,27,12.11,109.6,0.57,0.54,96.1,0.492,0.462,69.4,53.1,50,16.2,9.5,10.5
103,2010,1179,1237,0,14,0.54,105,0.558,0.519,107.9,0.555,0.529,63.2,44.8,52.3,14.4,8.7,6.1,25,1.63,110.5,0.59,0.558,99.7,0.522,0.494,66.3,51.5,56.5,18.4,13.1,12.8
104,2010,1412,1245,0,25,9.46,102.4,0.518,0.471,92.4,0.497,0.451,64.9,53.6,51.1,17,10,7.3,24,5.28,103.7,0.517,0.481,96.3,0.522,0.483,67.1,50.5,52.1,15,12.4,7.7
105,2010,1247,1214,1,12,-0.28,101.8,0.521,0.488,105.8,0.525,0.494,69.1,53,54.9,18.8,9,11.7,14,-6.75,96.6,0.513,0.472,94.3,0.492,0.46,68,48.9,53.1,19.5,12.8,10.6
106,2010,1410,1256,0,6,-17.31,88.5,0.483,0.448,104.4,0.559,0.532,68.1,44,54.7,18.4,9.6,3.8,24,2.89,105.8,0.534,0.5,101,0.522,0.493,68.6,51.7,45.5,16.2,9.7,8.3
107,2010,1312,1264,0,10,-19.59,88.9,0.468,0.434,96.6,0.524,0.476,69.1,47.6,56.5,18.5,10.7,8.7,11,-4.68,96.4,0.482,0.442,98.9,0.512,0.468,67.6,47.7,42.2,14.6,11.4,10
108,2010,1129,1285,0,15,-1.11,103,0.535,0.51,101.3,0.535,0.509,71.3,50.8,57.6,17.1,10.6,8.9,22,3.93,109.8,0.579,0.548,96.6,0.504,0.472,63.4,52.2,50.1,16.9,10.2,9.2
109,2010,1286,1305,0,15,-3.18,105.5,0.546,0.514,103.9,0.533,0.49,63,47,53,15.3,9.5,8.7,21,6.5,112.2,0.569,0.536,105.9,0.52,0.486,70.4,51.3,48.8,14.6,7.2,9.6
110,2010,1307,1415,1,30,12.49,111.3,0.541,0.506,98.6,0.525,0.495,67.7,53.6,56,13.6,9.7,10.4,12,-6.99,98.9,0.5,0.465,100.3,0.522,0.489,63.1,53.3,54.9,17,8,7.5
111,2010,1323,1316,1,23,13.14,116.4,0.571,0.537,105.7,0.526,0.493,64,52.6,63.7,13.6,8.6,7.8,13,-9.53,91.4,0.504,0.474,100.8,0.514,0.473,64.3,46.7,58.9,20.9,9.2,8.3
112,2010,1328,1291,1,13,6.24,105.3,0.54,0.501,107.5,0.551,0.521,67.9,49.2,51,15.6,8.5,6.9,16,-4.38,97.5,0.507,0.476,93.4,0.487,0.451,67.1,48.5,49.3,17.1,11.2,11.3
113,2010,1332,1413,1,16,4,102.7,0.517,0.479,103.1,0.549,0.515,67,51,44.2,15.9,10.1,8.7,14,-6.23,99.7,0.544,0.504,101.4,0.554,0.523,69.4,48.6,59.4,19.1,11.1,8
